Client Name,Account ID,Legal Entity,Currency,Payment Type,Paid Amount,Payment Date,Payment Status,Pending Amount,Comments
DEUTSCHE BANK,100481,CitiBank HongKong,CAD,Receive,67211185,1111-0202-20202020,Fully paid,3983668,Payment is in progress
J P Morgan,105267,CitiBank HongKong,GBP,Receive,99031353,1717-0505-19191919,Fully paid,8916183,Waiting for pending amount
BNY Mellon,104414,CitiBank HongKong,GBP,Deliver,85996004,0808-1010-19191919,Processing,1668868,Payment is in progress
DEUTSCHE BANK,108874,CitiBank New York Branch,GBP,Receive,70376633,2121-0909-19191919,Fully paid,2162259,Transaction complete
HSBC,103457,CitiBank London,GBP,Receive,45456642,2929-0303-20202020,Processing,8292573,Transaction complete
BNY Mellon,102486,CitiBank Singapore,"EUR,",Deliver,28399252,2727-0505-19191919,Rejected,1079219,Waiting for pending amount
HSBC,108925,CitiBank New York Branch,USD,Deliver,9911669,2626-0808-19191919,Processing,6490183,Transaction complete
J P Morgan,101999,CitiBank Singapore,"EUR,",Deliver,206581,0101-0202-20202020,Rejected,433270,Transaction complete
J P Morgan,106213,CitiBank Singapore,CAD,Deliver,6277211,0707-0505-19191919,Partially Paid,446015,Payment Failed
DEUTSCHE BANK,103593,CitiBank New York Branch,USD,Receive,25872796,2828-1010-19191919,Processing,6257758,Payment Failed
DEUTSCHE BANK,103454,CitiBank New York Branch,USD,Deliver,20531878,2727-0505-19191919,Fully paid,2329330,Transaction complete
DEUTSCHE BANK,107089,CitiBank London,"EUR,",Receive,63548514,0101-0404-20202020,Fully paid,5677768,Payment is in progress
J P Morgan,100169,CitiBank London,GBP,Deliver,90480950,0303-1010-19191919,Partially Paid,9778951,Transaction complete
BNY Mellon,102596,CitiBank New York Branch,USD,Receive,71983998,0606-0404-19191919,Rejected,3240641,Transaction complete
HSBC,103120,CitiBank New York Branch,CAD,Receive,6637117,0707-0303-20202020,Partially Paid,9154421,Transaction complete
BNY Mellon,103073,CitiBank New York Branch,"EUR,",Receive,41276038,2525-0707-19191919,Rejected,9840825,Waiting for pending amount
HSBC,104187,CitiBank London,"EUR,",Deliver,60946583,1919-0404-20202020,Partially Paid,9767724,Payment is in progress
HSBC,100253,CitiBank London,USD,Receive,2463647,2626-0202-20202020,Fully paid,5840076,Waiting for pending amount
BNY Mellon,109893,CitiBank London,"EUR,",Receive,75833813,0404-0606-20202020,Processing,6560049,Payment Failed
HSBC,104990,CitiBank Singapore,USD,Deliver,31386184,1111-0808-19191919,Partially Paid,7669875,Payment is in progress
DEUTSCHE BANK,101643,CitiBank London,CAD,Deliver,28717611,0707-0202-20202020,Rejected,8825822,Waiting for pending amount
DEUTSCHE BANK,106838,CitiBank Singapore,"EUR,",Deliver,26665653,2828-0404-20202020,Partially Paid,3751443,Waiting for pending amount
J P Morgan,109092,CitiBank New York Branch,"EUR,",Deliver,29860685,0404-0101-20202020,Processing,6162969,Waiting for pending amount
J P Morgan,109012,CitiBank Singapore,GBP,Deliver,73530674,2727-0707-19191919,Fully paid,7553356,Transaction complete
BNY Mellon,107371,CitiBank Singapore,CAD,Receive,5938496,1111-0404-19191919,Rejected,5139166,Waiting for pending amount
BNY Mellon,106628,CitiBank Singapore,GBP,Deliver,31640898,1717-0202-20202020,Rejected,9080540,Payment is in progress
BNY Mellon,105887,CitiBank Singapore,CAD,Deliver,98610869,2020-0303-20202020,Fully paid,1191200,Payment Failed
BNY Mellon,100370,CitiBank New York Branch,CAD,Receive,5074849,0303-0909-19191919,Processing,9391602,Transaction complete
BNY Mellon,101884,CitiBank HongKong,CAD,Deliver,46478956,1818-1212-19191919,Partially Paid,9181112,Waiting for pending amount
HSBC,104701,CitiBank Singapore,"EUR,",Receive,8296547,1313-0202-20202020,Processing,4267261,Transaction complete
BNY Mellon,109556,CitiBank London,"EUR,",Deliver,38633715,1818-1010-19191919,Fully paid,7897666,Payment Failed
BNY Mellon,106166,CitiBank London,"EUR,",Deliver,57138815,0505-0606-20202020,Rejected,5616531,Payment Failed
J P Morgan,104007,CitiBank Singapore,"EUR,",Deliver,59077764,1717-0202-20202020,Processing,1722336,Payment Failed
HSBC,103160,CitiBank London,GBP,Deliver,45152913,2828-0606-19191919,Rejected,9698440,Waiting for pending amount
J P Morgan,104478,CitiBank New York Branch,GBP,Deliver,20181531,0404-1010-19191919,Partially Paid,2937757,Payment is in progress
HSBC,109265,CitiBank London,CAD,Deliver,20241741,2424-1111-19191919,Fully paid,4358532,Payment is in progress
DEUTSCHE BANK,109490,CitiBank Singapore,"EUR,",Receive,91719720,0808-0505-20202020,Fully paid,3912533,Payment is in progress
J P Morgan,106149,CitiBank London,USD,Deliver,82071471,1717-0505-20202020,Fully paid,1860194,Waiting for pending amount
BNY Mellon,104493,CitiBank London,"EUR,",Deliver,93523238,2727-0505-19191919,Processing,1493722,Waiting for pending amount
HSBC,108883,CitiBank HongKong,"EUR,",Receive,25235992,2626-0505-20202020,Fully paid,7418110,Payment is in progress
HSBC,109366,CitiBank HongKong,"EUR,",Deliver,97493162,1313-0707-19191919,Rejected,9973135,Payment is in progress
HSBC,101152,CitiBank New York Branch,"EUR,",Deliver,24355963,0101-1212-19191919,Partially Paid,4340410,Transaction complete
DEUTSCHE BANK,104312,CitiBank HongKong,"EUR,",Deliver,92624424,1717-0404-19191919,Fully paid,2505106,Payment is in progress
BNY Mellon,105134,CitiBank HongKong,GBP,Receive,423131,1212-0808-19191919,Rejected,5075396,Waiting for pending amount
BNY Mellon,104227,CitiBank London,USD,Deliver,27627861,1515-0707-19191919,Fully paid,6881142,Payment is in progress
BNY Mellon,103147,CitiBank New York Branch,"EUR,",Receive,51089395,0202-1212-19191919,Partially Paid,4662441,Waiting for pending amount
BNY Mellon,101575,CitiBank HongKong,"EUR,",Receive,69401808,3030-0505-20202020,Rejected,4223096,Payment is in progress
BNY Mellon,103979,CitiBank London,CAD,Deliver,57314919,2323-0303-20202020,Fully paid,4001072,Waiting for pending amount
HSBC,104775,CitiBank London,CAD,Receive,98243264,1414-1212-19191919,Partially Paid,716679,Payment Failed
HSBC,108765,CitiBank London,"EUR,",Deliver,37314486,1414-0202-20202020,Processing,5487745,Payment is in progress
DEUTSCHE BANK,104635,CitiBank Singapore,GBP,Deliver,94120863,0606-0202-20202020,Partially Paid,1603619,Payment is in progress
J P Morgan,107222,CitiBank Singapore,USD,Receive,66712274,2020-0606-19191919,Processing,613105,Payment Failed
HSBC,101652,CitiBank London,USD,Deliver,61824281,1111-0909-19191919,Partially Paid,9866408,Payment is in progress
HSBC,102070,CitiBank New York Branch,GBP,Receive,34814844,2626-1010-19191919,Processing,4949342,Payment is in progress
BNY Mellon,109329,CitiBank London,USD,Receive,85594215,2222-0303-19191919,Partially Paid,5429344,Waiting for pending amount
BNY Mellon,106677,CitiBank HongKong,CAD,Receive,76478102,1515-0303-20202020,Partially Paid,3762087,Payment Failed
DEUTSCHE BANK,106967,CitiBank Singapore,GBP,Deliver,13040960,0707-1212-19191919,Partially Paid,9873327,Waiting for pending amount
HSBC,103537,CitiBank New York Branch,GBP,Deliver,73800496,1010-0202-20202020,Processing,4695603,Transaction complete
BNY Mellon,100089,CitiBank HongKong,CAD,Deliver,92777641,1010-0101-20202020,Fully paid,7295359,Payment Failed
DEUTSCHE BANK,100771,CitiBank HongKong,USD,Receive,73589291,2828-0404-20202020,Rejected,6552474,Payment is in progress
HSBC,103958,CitiBank London,CAD,Receive,33742472,0606-0909-19191919,Fully paid,7101669,Transaction complete
HSBC,102299,CitiBank New York Branch,"EUR,",Deliver,56644892,0808-0505-19191919,Fully paid,3430159,Payment Failed
